Time (s),Power (W)
11.554,3.592
11.556,3.364
11.558,3.708
11.559,3.304
11.561,3.624
11.563,3.44
11.565,3.76
11.567,4.988
11.569,5.048
11.571,5.06
11.573,4.056
11.575,4.764
11.577,4.62
11.579,4.352
11.581,3.796
11.583,4.012
11.584,3.416
11.587,3.54
11.589,3.348
11.59,3.644
11.592,3.828
11.594,3.54
11.596,3.688
11.598,3.512
11.6,3.54
11.602,4.024
11.604,4.92
11.606,4.868
11.608,4.744
11.61,4.652
11.612,4.992
11.614,4.596
11.616,4.228
11.618,4.16
11.62,3.652
11.623,3.616
11.625,3.724
11.627,3.524
11.629,3.9
11.631,3.584
11.633,3.596
11.635,3.656
11.636,3.868
11.638,3.472
11.64,3.852
11.642,3.708
11.644,4.628
11.646,5.1
11.648,5.112
11.65,4.588
11.652,4.576
11.654,4.792
11.656,4.288
11.657,3.728
11.659,4.016
11.661,3.396
11.663,3.428
11.664,3.644
11.666,3.596
11.668,3.632
11.67,3.832
11.671,3.368
11.673,3.716
11.675,3.604
11.677,3.452
11.679,4.168
11.681,4.96
11.683,5.028
11.685,4.904
11.687,4.496
11.689,4.832
11.691,4.652
11.693,4.128
11.694,4.044
11.697,3.932
11.699,3.396
11.701,3.708
11.703,3.612
11.705,3.396
11.706,3.776
11.708,3.468
11.71,3.612
11.711,3.636
11.713,3.12
11.715,3.552
11.717,3.748
11.719,4.772
11.721,4.64
11.723,5.236
11.725,4.744
11.727,4.772
11.729,4.864
11.731,4.228
11.732,4.34
11.734,4.32
11.736,3.308
11.738,3.688
11.739,3.144
11.741,3.776
11.743,3.524
11.745,3.416
11.746,3.596
11.748,3.38
11.75,3.572
11.751,3.776
11.753,3.892
11.755,4.816
11.757,5.144
11.759,5.348
11.761,4.712
11.763,5.248
11.765,4.36
11.767,4.424
11.768,3.996
11.77,3.88
11.772,3.552
11.774,3.46
11.776,3.748
11.778,3.672
11.781,3.452
11.783,3.704
11.784,3.488
11.786,3.612
11.788,3.58
11.79,3.636
11.792,3.696
11.794,4.704
11.796,4.764
11.798,5.248
11.8,4.588
11.802,4.908
11.804,4.976
11.806,4.252
11.808,4.068
11.81,4.188
11.812,3.592
11.814,3.288
11.815,3.688
11.817,3.112
11.819,3.736
11.821,3.492
11.822,3.396
11.824,3.624
11.826,3.288
11.827,3.724
11.829,3.848
11.831,4.724
11.833,4.904
11.835,5.084
11.837,4.64
11.839,5.092
11.841,4.824
11.843,4.24
11.844,4.068
11.845,3.924
11.846,3.736
11.847,3.472
11.848,3.612
11.849,3.632
11.852,3.328
11.853,3.684
11.854,3.508
11.855,3.54
11.856,3.644
11.858,3.612
11.86,3.728
11.862,4.764
11.864,5.132
11.866,5.068
11.868,4.596
11.87,4.868
11.872,5.06
11.873,4.344
11.875,4.432
11.877,4.116
11.878,3.728
11.879,3.78
11.88,3.316
11.882,3.716
11.884,3.304
11.885,3.652
11.886,3.336
11.887,3.564
11.889,3.584
11.891,3.416
11.893,3.776
11.895,4.784
11.897,5.104
11.899,5.052
11.901,4.56
11.903,4.784
11.905,5.152
11.907,4.036
11.909,4.104
11.91,4.2
11.911,3.296
11.912,3.664
11.913,3.684
11.914,3.396
11.915,3.652
11.916,3.552
11.917,3.544
11.92,3.724
11.921,3.284
11.922,3.796
11.924,3.58
11.926,4.548
11.928,4.796
11.93,5.14
11.932,4.868
11.934,4.816
11.936,4.744
11.938,4.16
11.94,4.384
11.942,4.22
11.944,3.584
11.946,3.612
11.948,3.296
11.949,3.572
11.951,3.684
11.953,3.224
11.955,3.52
11.957,3.748
11.959,3.524
11.961,3.4
11.963,3.616
11.965,4.744
11.967,4.884
11.969,5.212
11.971,4.456
11.973,4.792
11.975,5.06
11.977,4.156
11.979,4.024
11.981,4.248
11.982,3.448
11.984,3.656
11.986,3.848
11.988,3.596
11.989,3.944
11.991,3.564
11.993,3.56
11.995,3.652
11.998,3.336
12.0,3.688
12.002,3.428
12.004,4.352
12.006,5.14
12.008,4.432
12.01,4.832
12.012,4.956
12.015,4.528
12.017,3.888
12.018,4.364
12.02,3.448
12.022,3.452
12.024,3.604
12.026,3.592
12.028,3.316
12.03,3.744
12.031,3.224
12.032,3.748
12.034,3.436
12.036,3.448
12.038,3.612
12.04,4.648
12.042,4.96
12.044,4.724
12.046,4.668
12.048,5.112
12.05,4.724
12.052,3.816
12.054,4.324
12.056,3.78
12.058,3.436
12.06,3.664
12.062,3.552
12.063,3.46
12.065,3.656
12.067,3.4
12.069,3.696
12.071,3.708
12.073,3.492
12.075,3.828
12.077,3.96
12.079,4.94
12.081,4.916
12.083,4.756
12.085,4.7
12.087,5.156
12.089,4.468
12.091,4.384
12.093,4.036
12.094,3.868
12.095,3.612
12.097,3.428
12.1,3.644
12.101,3.328
12.103,3.756
12.105,3.564
12.107,3.508
12.108,3.828
12.11,3.816
12.112,3.776
12.114,4.076
12.116,4.548
12.118,4.884
12.12,5.104
12.122,4.672
12.124,4.948
12.126,4.508
12.128,4.196
12.13,4.268
12.132,3.656
12.134,3.5
12.136,3.696
12.138,3.48
12.14,3.652
12.142,3.596
12.144,3.368
12.146,3.644
12.148,3.532
12.15,3.508
12.152,3.704
12.154,3.848
12.156,4.836
12.158,5.068
12.16,5.172
12.162,4.66
12.164,4.712
12.166,5.072
12.168,4.188
12.17,4.136
12.172,4.252
12.174,3.552
12.176,3.652
12.179,3.38
12.181,3.848
12.183,3.5
12.185,3.652
12.187,3.636
12.19,3.276
12.192,3.8
12.194,4.096
12.196,5.012
12.198,5.052
12.2,4.732
12.202,4.98
12.204,4.508
12.207,4.312
12.209,3.952
12.21,3.924
12.212,3.524
12.214,3.716
12.216,3.572
12.217,3.376
12.219,3.584
12.221,3.592
12.223,3.288
12.224,3.796
12.226,3.396
12.228,3.708
12.23,4.056
12.232,4.58
12.234,5.328
12.236,5.48
12.238,5.264
12.24,4.928
12.242,4.304
12.244,4.196
12.245,4.104
12.247,3.672
12.25,3.328
12.252,3.768
12.254,3.532
12.256,3.616
12.258,3.676
12.259,3.624
12.261,3.492
12.263,3.636
12.265,3.256
12.267,3.776
12.269,5.04
12.271,4.896
12.273,4.956
12.275,4.712
12.277,4.888
12.279,4.588
12.281,4.168
12.283,4.232
12.285,4.004
12.287,3.44
12.289,3.688
12.291,3.408
12.293,3.508
12.294,3.592
12.296,3.544
12.298,3.624
12.3,3.512
12.302,3.632
12.304,4.104
12.306,4.168
12.308,4.528
12.31,5.472
12.312,5.204
12.314,4.752
12.316,4.976
12.318,5.212
12.32,4.556
12.322,4.58
12.324,4.148
12.326,4.044
12.327,3.716
12.329,3.736
12.331,3.776
12.333,3.796
12.336,3.816
12.338,4.004
12.339,3.644
12.341,3.852
12.343,3.8
12.345,3.82
12.347,4.6
12.349,5.388
12.351,5.32
12.353,4.812
12.355,5.1
12.357,4.948
12.359,4.744
12.361,4.56
12.363,4.536
12.365,4.16
12.366,3.796
12.368,3.512
12.37,3.76
12.372,3.892
12.373,3.344
12.375,3.932
12.377,3.644
12.379,3.672
12.38,3.76
12.382,3.696
12.384,4.992
12.386,5.296
12.389,4.792
12.391,4.92
12.393,5.212
12.395,4.312
12.396,4.188
12.398,4.496
12.4,3.848
12.402,3.716
12.404,3.98
12.406,3.336
12.408,3.696
12.409,3.672
12.411,3.336
12.414,3.708
12.416,3.388
12.418,3.744
12.42,3.644
12.422,4.916
12.424,5.02
12.426,4.976
12.428,4.756
12.43,4.916
12.432,4.384
12.434,4.128
12.437,4.3
12.438,3.308
12.44,3.724
12.442,3.624
12.444,3.604
12.445,3.532
12.447,3.604
12.448,3.328
12.449,3.644
12.45,3.368
12.451,3.624
12.453,3.54
12.455,4.556
12.457,4.824
12.459,4.96
12.461,4.792
12.463,5.12
12.465,4.456
12.466,3.964
12.467,4.456
12.468,4.036
12.47,3.636
12.471,3.616
12.472,3.4
12.473,3.888
12.474,3.8
12.475,3.544
12.476,3.736
12.477,3.592
12.478,3.544
12.481,3.696
12.483,3.272
12.485,5.112
12.487,5.14
12.489,4.844
12.491,4.92
12.493,4.744
12.495,4.272
12.498,4.324
12.499,3.996
12.5,3.908
12.501,3.488
12.502,3.624
12.503,3.592
12.504,3.304
12.505,3.616
12.506,3.82
12.507,3.264
12.508,3.724
12.509,3.512
12.511,3.436
12.513,4.812
12.515,5.156
12.517,5.04
12.519,4.54
12.521,4.74
12.523,5.08
12.525,4.044
12.527,4.148
12.528,4.068
12.529,3.408
12.53,3.688
12.533,3.472
12.534,3.788
12.535,3.376
12.536,3.672
12.537,3.644
12.54,3.472
12.541,3.768
12.543,3.508
12.545,4.416
12.547,5.3
12.549,4.844
12.552,4.992
12.554,4.6
12.556,4.372
12.557,4.14
12.558,4.196
12.559,3.592
12.56,3.348
12.561,3.624
12.563,3.552
12.564,3.54
12.565,3.688
12.566,3.316
12.567,3.656
12.568,3.42
12.569,4.104
12.571,3.86
12.573,4.908
12.575,5.388
12.577,5.06
12.579,4.364
12.581,5.212
12.583,4.792
12.585,3.872
12.587,4.344
12.588,4.036
12.59,3.408
12.592,3.728
12.594,3.704
12.595,3.284
12.596,3.788
12.597,3.368
12.598,3.744
12.599,3.596
12.601,3.644
12.604,3.708
12.606,3.288
12.608,4.444
12.61,5.224
12.612,4.836
12.614,4.556
12.616,5.008
12.619,4.364
12.62,3.924
12.621,4.396
12.623,3.584
12.624,3.42
12.626,3.656
12.628,3.672
12.63,3.612
12.632,3.708
12.633,3.252
12.635,3.704
12.637,3.448
12.638,3.664
12.64,3.652
12.642,4.628
12.644,5.224
12.646,5.028
12.648,4.528
12.65,4.704
12.652,5.068
12.654,4.032
12.656,4.116
12.658,4.188
12.66,3.304
12.661,3.696
12.663,3.572
12.664,3.388
12.666,3.788
12.668,3.512
12.67,3.524
12.673,3.656
12.675,3.328
12.677,3.76
12.679,3.544
12.681,4.196
12.683,5.176
12.685,5.132
12.687,5.072
12.689,4.948
12.691,5.4
12.693,4.28
12.695,4.096
12.697,4.396
12.699,3.544
12.701,3.84
12.703,3.416
12.705,3.612
12.707,3.704
12.709,3.348
12.711,3.708
12.713,3.288
12.715,3.816
12.717,3.448
12.719,3.552
12.721,4.036
12.723,4.956
12.725,5.052
12.727,5.02
12.729,4.128
12.731,4.792
12.733,4.784
12.735,4.124
12.737,3.748
12.739,4.216
12.741,3.16
12.743,3.76
12.745,3.512
12.747,3.388
12.749,3.656
12.751,3.416
12.753,3.652
12.755,3.632
12.757,3.344
12.759,3.8
12.761,4.364
12.763,4.72
12.765,4.968
12.767,5.192
12.769,4.464
12.771,4.72
12.773,4.612
12.775,4.076
12.777,4.052
12.779,3.644
12.781,3.652
12.783,3.388
12.786,3.696
12.788,3.376
12.79,3.688
12.792,3.604
12.794,3.408
12.796,3.596
12.797,3.636
12.799,3.52
12.801,4.58
12.803,5.032
12.805,5.072
12.807,4.804
12.809,4.704
12.811,4.724
12.813,4.432
12.815,4.14
12.817,4.344
12.819,3.94
12.82,3.508
12.822,4.036
12.824,3.832
12.826,3.716
12.827,3.808
12.829,3.356
12.831,3.672
12.833,3.604
12.835,3.448
12.837,3.736
12.839,4.24
12.841,4.66
12.843,5.356
12.845,4.844
12.847,4.832
12.849,5.1
12.851,4.124
12.852,4.444
12.854,3.992
12.856,3.744
12.858,3.652
12.86,3.436
12.863,3.708
12.865,3.324
12.867,3.776
12.869,3.524
12.871,3.544
12.873,3.596
12.875,3.56
12.877,3.584
12.879,4.476
12.881,5.06
12.883,4.956
12.885,4.796
12.887,4.752
12.889,4.908
12.891,4.34
12.893,4.288
12.895,4.32
12.897,3.376
12.899,3.736
12.901,3.276
12.903,3.76
12.905,3.52
12.907,3.408
12.908,3.684
12.91,3.508
12.912,3.656
12.913,3.652
12.915,3.344
12.917,4.556
12.919,5.028
12.921,4.756
12.923,5.048
12.925,4.648
12.927,4.556
12.929,4.384
12.931,4.22
12.933,4.292
12.934,3.644
12.936,3.572
12.938,3.624
12.94,3.644
12.941,3.868
12.943,3.908
12.945,3.684
12.947,3.832
12.949,3.572
12.951,3.828
12.953,3.768
12.955,4.22
12.957,5.032
12.959,5.092
12.961,4.948
12.964,5.04
12.966,4.476
12.968,4.248
12.971,4.372
12.973,3.684
12.975,3.44
12.977,3.688
12.979,3.572
12.981,3.356
12.983,3.636
12.985,3.644
12.986,3.492
12.988,3.688
12.99,3.252
12.992,3.708
12.994,4.56
12.996,4.96
12.998,4.68
13.0,4.904
13.002,4.916
13.004,5.0
13.006,4.392
13.008,4.116
13.009,4.004
13.01,3.688
13.011,3.44
13.012,3.624
13.013,3.592
13.014,3.532
13.015,3.768
13.016,3.656
13.017,3.612
13.018,3.768
13.019,3.44
13.02,3.676
13.022,4.496
13.024,4.988
13.026,4.976
13.028,4.916
13.03,5.06
13.032,4.856
13.034,4.22
13.035,4.232
13.037,4.292
13.038,3.436
13.041,3.676
13.042,3.324
13.043,3.76
13.044,3.572
13.045,3.728
13.046,3.572
13.047,3.368
13.048,3.688
13.049,3.324
13.051,3.868
13.053,4.764
13.055,4.848
13.057,5.048
13.059,4.784
13.061,4.988
13.063,4.596
13.065,4.26
13.066,4.248
13.067,3.912
13.068,3.688
13.069,3.44
13.07,3.736
13.071,3.472
13.072,3.696
13.073,3.48
13.074,3.58
13.075,3.468
13.076,3.616
13.078,3.672
13.079,3.396
13.081,4.416
13.083,5.04
13.085,5.052
13.087,5.048
13.089,4.72
13.091,5.32
13.093,4.14
13.095,4.324
13.097,4.116
13.098,3.472
13.1,3.488
13.102,3.5
13.104,3.572
13.106,3.624
13.109,3.644
13.111,3.508
13.113,3.688
13.114,3.624
13.116,3.38
13.118,3.636
13.12,4.416
13.122,4.948
13.124,5.072
13.126,5.196
13.128,4.484
13.13,5.156
13.132,4.056
13.134,4.456
13.135,4.16
13.136,3.436
13.138,3.664
13.14,3.18
13.142,3.768
13.144,3.324
13.146,3.656
13.148,3.56
13.149,3.364
13.151,3.624
13.153,3.416
13.154,3.584
13.156,4.372
13.158,4.816
13.161,5.084
13.163,4.804
13.165,5.216
13.167,4.208
13.169,4.26
13.171,4.384
13.172,3.54
13.174,3.472
13.176,3.584
13.178,3.524
13.18,3.652
13.183,3.724
13.184,3.288
13.186,3.736
13.188,3.52
13.19,3.408
13.192,3.728
13.194,4.384
13.196,4.684
13.198,5.192
13.2,4.988
13.202,4.444
13.204,5.224
13.206,4.176
13.208,4.392
13.21,4.176
13.212,3.388
13.214,3.644
13.216,3.172
13.217,3.78
13.219,3.368
13.221,3.632
13.223,3.552
13.225,3.368
13.227,3.652
13.229,3.5
13.231,3.596
13.233,4.456
13.235,4.836
13.237,4.796
13.239,5.032
13.241,4.608
13.243,5.04
13.245,4.468
13.247,4.288
13.249,4.068
13.251,3.656
13.253,3.892
13.255,3.428
13.257,3.716
13.259,3.724
13.261,3.492
13.263,3.604
13.264,3.612
13.265,3.472
13.268,3.756
13.27,3.336
13.272,4.268
13.274,5.152
13.276,4.844
13.278,4.68
13.28,5.08
13.283,4.476
13.285,4.22
13.287,4.176
13.288,4.016
13.29,3.808
13.292,3.972
13.294,3.88
13.296,3.664
13.298,3.388
13.3,3.468
13.301,3.704
13.302,3.5
13.304,3.632
13.305,3.488
13.307,4.004
13.309,5.0
13.311,4.74
13.313,5.164
13.315,4.22
13.317,4.692
13.319,4.856
13.321,4.268
13.323,3.924
13.324,4.108
13.326,3.624
13.328,3.4
13.329,3.672
13.331,3.532
13.334,3.688
13.336,3.408
13.337,3.748
13.339,3.632
13.341,3.604
13.344,5.0
13.346,4.744
13.348,5.268
13.35,4.372
13.352,4.724
13.354,4.956
13.356,4.116
13.358,3.964
13.36,4.188
13.361,3.488
13.363,3.688
13.366,3.696
13.368,3.684
13.37,3.552
13.372,3.616
13.374,3.596
13.376,3.42
13.378,3.644
13.38,3.512
13.382,3.54
13.384,4.908
13.386,4.784
13.388,5.012
13.39,4.68
13.392,4.94
13.394,4.556
13.396,4.312
13.398,4.196
13.4,3.788
13.402,3.604
13.404,3.468
13.406,3.44
13.407,3.672
13.409,3.512
13.411,3.84
13.413,3.58
13.414,3.708
13.416,3.58
13.418,3.42
13.42,4.016
13.422,4.876
13.424,4.844
13.426,5.028
13.428,4.6
13.43,5.176
13.432,4.74
13.434,4.352
13.436,4.156
13.438,4.064
13.44,3.716
13.441,3.652
13.443,3.512
13.445,3.344
13.447,3.984
13.449,3.316
13.451,3.672
13.453,3.616
13.456,3.264
13.458,3.704
13.46,4.108
13.462,4.94
13.464,5.032
13.466,4.628
13.468,4.74
13.47,4.712
13.473,3.96
13.475,4.292
13.477,3.632
13.479,3.788
13.481,3.54
13.483,3.396
13.485,3.632
13.487,3.664
13.489,3.348
13.491,3.676
13.493,3.252
13.495,3.84
13.496,3.336
13.498,4.044
13.5,4.888
13.502,4.968
13.504,4.916
13.506,4.24
13.508,5.02
13.51,4.784
13.512,3.848
13.514,4.248
13.515,3.868
13.517,3.396
13.518,3.652
13.52,3.44
13.521,3.656
13.524,3.46
13.526,3.672
13.527,3.532
13.529,3.552
13.531,3.676
13.534,5.216
13.536,5.256
13.538,5.224
13.54,4.364
13.542,4.876
13.544,4.612
13.546,3.964
13.548,4.2
13.55,4.044
13.553,3.612
13.555,3.76
13.556,3.44
13.557,3.8
13.559,3.584
13.561,3.44
13.563,3.592
13.564,3.2
13.566,3.728
13.568,3.276
13.57,3.908
13.572,4.956
13.574,5.02
13.576,4.96
13.578,4.14
13.58,4.94
13.582,4.712
13.584,4.396
13.585,3.88
13.586,4.044
13.587,3.512
13.589,3.428
13.59,3.636
13.591,3.736
13.592,3.744
13.593,3.4
13.594,3.512
13.595,3.552
13.596,3.388
13.597,3.636
13.6,4.752
13.602,5.152
13.604,5.224
13.606,4.876
13.608,4.812
13.61,4.62
13.612,4.436
13.613,4.104
13.614,4.036
13.615,3.428
13.616,3.652
13.618,3.656
13.619,3.376
13.622,3.708
13.623,3.316
13.624,3.728
13.625,3.624
13.626,3.656
13.628,3.644
13.63,4.62
13.632,5.276
13.634,5.432
13.636,5.356
13.638,4.976
13.64,5.592
13.642,4.74
13.644,4.54
13.645,4.248
13.646,3.996
13.647,3.704
13.648,3.552
13.65,3.924
13.651,3.616
13.652,3.596
13.653,3.788
13.654,3.912
13.655,3.552
13.656,3.908
13.657,3.532
13.659,4.248
13.661,5.336
13.663,5.408
13.665,5.104
13.667,4.992
13.669,5.164
13.671,4.528
13.672,4.268
13.674,4.444
13.676,4.064
13.678,3.664
13.68,3.98
13.682,3.644
13.683,3.552
13.685,3.748
13.687,3.78
13.69,3.572
13.692,3.796
13.694,3.908
13.696,3.652
13.698,4.652
13.7,5.216
13.702,5.224
13.704,5.212
13.706,4.796
13.708,5.152
13.71,4.7
13.712,4.36
13.714,4.16
13.716,3.996
13.718,3.728
13.719,3.552
13.721,3.788
13.723,3.356
13.725,3.76
13.727,3.736
13.729,3.48
13.731,3.86
13.732,3.8
13.734,3.544
13.736,4.34
13.738,5.192
13.74,5.212
13.742,4.98
13.744,4.816
13.746,5.164
13.748,4.744
13.75,4.168
13.752,4.396
13.754,4.248
13.756,3.8
13.758,4.148
13.759,3.86
13.761,3.572
13.763,3.96
13.765,3.664
13.767,3.5
13.77,3.48
13.772,3.708
13.775,4.712
13.777,5.06
13.779,5.172
13.781,4.496
13.783,4.956
13.785,4.476
13.787,4.304
13.79,4.352
13.791,3.728
13.793,3.756
13.795,3.652
13.797,3.416
13.799,3.768
13.801,3.48
13.803,3.596
13.804,3.736
13.806,3.224
13.808,3.748
13.81,3.42
13.812,3.744
13.814,4.968
13.816,5.04
13.818,4.928
13.82,4.052
13.822,4.832
13.824,4.896
13.826,4.036
13.828,4.024
13.83,3.908
13.831,3.616
13.833,3.636
13.835,3.736
13.837,3.612
13.838,3.716
13.84,3.328
13.842,3.796
13.844,3.56
13.845,3.492
13.848,3.656
13.85,4.772
13.852,5.072
13.854,5.06
13.856,4.508
13.858,4.856
13.86,4.504
13.862,4.252
13.864,4.208
13.866,3.696
13.868,3.416
13.871,3.696
13.872,3.48
13.874,3.572
13.876,3.676
13.878,3.508
13.879,3.828
13.881,3.94
13.883,3.38
13.885,3.664
13.887,4.36
13.889,4.772
13.891,4.956
13.893,5.0
13.895,4.744
13.897,4.876
13.899,4.24
13.902,4.248
13.904,3.14
13.905,3.728
13.907,3.348
13.909,3.572
13.912,3.348
13.914,3.636
13.916,3.656
13.917,3.42
13.919,3.676
13.921,3.472
13.923,4.252
13.925,4.888
13.927,5.028
13.929,4.988
13.931,4.232
13.933,5.04
13.935,4.94
13.937,4.084
13.938,3.996
13.94,4.288
13.942,3.512
13.944,3.604
13.947,3.44
13.949,3.604
13.952,3.8
13.954,3.452
13.956,3.776
13.958,3.54
13.96,3.4
13.962,3.644
13.964,4.756
13.966,4.896
13.968,4.764
13.971,5.176
13.973,4.812
13.975,4.068
13.977,4.332
13.978,4.14
13.98,3.708
13.982,3.612
13.984,3.428
13.985,3.744
13.987,3.172
13.989,3.724
13.991,3.5
13.992,3.388
13.994,3.612
13.996,3.428
13.998,3.724
14.0,5.032
14.002,5.4
14.004,5.196
14.006,4.684
14.008,4.888
14.01,4.62
14.012,4.128
14.013,4.104
14.016,3.508
14.018,3.4
14.02,3.888
14.022,3.416
14.024,3.716
14.026,3.58
14.029,3.304
14.031,3.676
14.033,3.408
14.034,3.54
14.036,3.708
14.038,4.432
14.04,5.072
14.042,5.256
14.044,4.476
14.046,4.724
14.048,5.084
14.05,4.2
14.052,3.952
14.054,4.444
14.056,3.612
14.058,3.328
14.059,3.584
14.061,3.756
14.063,3.204
14.065,3.724
14.066,3.324
14.068,3.544
14.07,3.552
14.072,3.416
14.074,3.676
14.076,4.752
14.078,5.092
14.08,4.916
14.082,4.668
14.084,4.868
14.086,4.776
14.088,3.992
14.09,4.24
14.092,4.228
14.093,3.336
14.095,3.756
14.097,3.364
14.099,3.612
14.1,3.552
14.102,3.364
14.104,3.584
14.107,3.636
14.109,3.624
14.111,3.708
14.113,3.44
14.115,4.816
14.117,5.1
14.119,5.02
14.121,4.556
14.123,4.844
14.125,5.228
14.127,4.412
14.129,4.18
14.13,3.672
14.133,3.344
14.135,3.748
14.137,3.48
14.139,3.448
14.141,3.676
14.143,3.448
14.144,3.592
14.146,3.688
14.148,3.304
14.15,3.892
14.152,4.784
14.154,4.832
14.156,4.744
14.158,4.772
14.16,4.988
14.162,4.744
14.164,4.268
14.165,3.964
14.167,4.104
14.168,3.14
14.169,3.78
14.17,3.416
14.171,3.468
14.172,3.612
14.174,3.56
14.175,3.632
14.176,3.78
14.177,3.348
14.178,3.816
14.18,4.004
14.182,4.856
14.184,4.904
14.186,5.32
14.188,4.096
14.19,4.868
14.192,4.976
14.194,3.92
14.196,4.376
14.197,3.78
14.198,3.408
14.201,3.676
14.202,3.324
14.203,3.716
14.204,3.564
14.205,3.508
14.206,3.664
14.207,3.624
14.208,3.532
14.209,3.644
14.211,3.744
14.213,4.896
14.215,4.916
14.217,5.084
14.219,4.536
14.221,5.12
14.223,4.28
14.225,4.2
14.226,4.272
14.227,3.636
14.228,3.744
14.229,3.724
14.23,3.828
14.231,3.82
14.232,3.612
14.233,3.4
14.234,3.708
14.235,3.52
14.236,3.512
14.237,3.676
14.239,3.9
14.241,4.764
14.243,5.264
14.245,5.172
14.247,4.7
14.249,4.764
14.251,5.236
14.252,4.036
14.254,4.216
14.255,4.22
14.258,3.304
14.259,3.728
14.26,3.532
14.261,3.48
14.262,3.612
14.263,3.624
14.264,3.592
14.265,3.716
14.266,3.328
14.267,3.724
14.269,3.852
14.271,4.916
14.273,4.812
14.275,5.14
14.277,4.64
14.279,4.936
14.281,4.72
14.283,4.16
14.285,4.248
14.286,3.908
14.287,3.592
14.288,3.708
14.289,3.144
14.29,3.684
14.291,3.488
14.292,3.436
14.293,3.684
14.294,3.616
14.295,3.656
14.296,3.632
14.298,3.996
14.3,4.784
14.302,5.14
14.304,5.084
14.306,4.948
14.308,4.744
14.31,4.304
14.311,4.332
14.312,4.248
14.313,3.304
14.314,3.672
14.315,3.596
14.316,3.328
14.319,3.724
14.32,3.356
14.321,3.612
14.322,3.868
14.323,3.748
14.324,3.688
14.326,3.748
14.328,4.976
14.33,5.008
14.332,5.464
14.334,5.212
14.336,4.756
14.338,4.904
14.34,4.168
14.342,4.26
14.343,4.148
14.344,3.324
14.345,3.452
14.346,3.744
14.347,3.42
14.349,3.604
14.351,3.616
14.353,3.756
14.355,3.644
14.357,3.808
14.359,3.38
14.36,3.78
14.362,4.176
14.364,4.652
14.366,5.092
14.368,5.14
14.37,4.536
14.372,4.772
14.374,4.392
14.376,4.248
14.378,4.128
14.379,3.44
14.381,3.56
14.383,3.664
14.386,3.584
14.388,3.644
14.39,3.796
14.391,3.46
14.393,3.78
14.395,3.564
14.396,3.296
14.398,3.564
14.4,4.416
14.402,4.992
14.404,5.072
14.406,4.96
14.408,4.824
14.41,4.976
14.412,4.312
14.414,4.068
14.416,4.26
14.418,3.552
14.419,3.356
14.421,3.604
14.423,3.676
14.425,3.328
14.426,3.696
14.428,3.544
14.43,3.428
14.432,3.704
14.433,3.448
14.435,3.324
14.437,4.724
14.439,5.112
14.441,5.392
14.443,4.556
14.445,5.032
14.447,5.184
14.449,4.712
14.451,4.34
14.453,4.396
14.454,3.724
14.456,3.636
14.458,3.616
14.46,3.604
14.462,3.48
14.464,3.912
14.466,3.356
14.467,3.724
14.469,3.572
14.471,3.364
14.474,3.656
14.476,4.856
14.478,5.14
14.48,5.008
14.482,4.672
14.484,4.856
14.486,4.116
14.488,4.208
14.49,4.228
14.493,3.492
14.495,3.612
14.497,3.756
14.499,3.46
14.501,3.8
14.503,3.572
14.504,3.336
14.506,3.564
14.508,3.468
14.51,3.308
14.512,3.748
14.514,4.524
14.516,5.0
14.518,4.824
14.52,4.468
14.522,4.844
14.524,5.1
14.526,3.78
14.528,4.196
14.53,4.248
14.532,3.46
14.533,3.468
14.535,3.684
14.537,3.368
14.539,3.624
14.54,3.892
14.542,3.42
14.544,3.676
14.546,3.564
14.547,3.472
14.549,3.604
14.551,4.208
14.553,5.0
14.555,5.144
14.557,5.02
14.559,4.612
14.561,4.796
14.563,4.3
14.565,4.404
14.567,4.536
14.57,3.468
14.572,3.744
14.574,3.488
14.576,3.472
14.578,3.688
14.58,3.468
14.582,3.656
14.583,3.596
14.585,3.16
14.587,3.696
14.589,3.46
14.591,4.424
14.593,4.868
14.595,5.084
14.597,4.7
14.599,5.0
14.601,4.456
14.603,4.156
14.604,4.26
14.606,4.064
14.608,3.436
14.61,3.624
14.611,3.572
14.613,3.416
14.615,3.616
14.617,3.52
14.619,3.544
14.621,3.616
14.623,3.416
14.624,3.52
14.626,4.064
14.628,4.896
14.63,4.92
14.632,4.772
14.634,4.684
14.636,4.92
14.638,4.812
14.64,3.94
14.642,4.128
14.643,4.22
14.644,3.448
14.646,3.46
14.648,3.572
14.649,3.624
14.652,3.468
14.654,3.696
14.655,3.44
14.657,3.532
14.659,3.596
14.661,3.656
14.663,3.44
14.665,4.7
14.667,5.008
14.669,4.928
14.671,4.384
14.673,5.156
14.675,4.976
14.677,3.952
14.679,4.396
14.681,4.18
14.682,3.368
14.684,3.724
14.685,3.192
14.687,3.86
14.689,3.696
14.69,3.644
14.691,3.652
14.693,3.684
14.695,3.308
14.696,3.664
14.698,3.92
14.7,4.792
14.702,4.876
14.704,4.94
14.706,4.68
14.708,5.008
14.71,4.744
14.712,3.992
14.714,4.28
14.715,4.068
14.717,3.532
14.718,3.388
14.719,3.78
14.72,3.564
14.721,3.388
14.724,3.676
14.726,3.344
14.727,3.676
14.728,3.664
14.729,3.448
14.731,3.644
14.733,4.724
14.735,5.028
14.737,4.936
14.739,4.796
14.741,4.968
14.743,4.816
14.745,4.052
14.747,4.248
14.748,4.156
14.749,3.284
14.75,3.604
